행정구역,2023년10월_계_총인구수,2023년10월_계_연령구간인구수,2023년10월_계_0~9세,2023년10월_계_10~19세,2023년10월_계_20~29세,2023년10월_계_30~39세,2023년10월_계_40~49세,2023년10월_계_50~59세,2023년10월_계_60~69세,2023년10월_계_70~79세,2023년10월_계_80~89세,2023년10월_계_90~99세,2023년10월_계_100세 이상
부산광역시 사상구 주례제2동(2653066000),21909,21909,969,1773,3923,2706,2947,3474,3578,1762,705,70,2
부산광역시 사상구 주례제3동(2653066100),12280,12280,527,934,1477,1313,1552,2201,2476,1243,493,64,0
부산광역시 사상구 학장동(2653067000),26683,26683,1285,2079,2692,2680,3945,4910,5462,2606,920,102,2
부산광역시 사상구 엄궁동(2653068000),24636,24636,1574,2426,2731,2700,3815,4785,4266,1701,582,55,1
부산광역시 기장군 (2671000000),179084,179084,15884,19041,16466,22280,33578,26614,23825,14161,6318,887,30
부산광역시 기장군 기장읍(2671025000),52280,52280,2738,3921,5651,5870,7461,9325,8852,5400,2694,356,12
부산광역시 기장군 장안읍(2671025300),8857,8857,376,405,916,993,1063,1562,1817,1048,579,93,5
부산광역시 기장군 정관읍(2671025600),80600,80600,9076,11897,6516,10004,19026,10231,7323,4608,1671,242,6
부산광역시 기장군 일광읍(2671025900),29655,29655,3426,2401,2823,4849,5157,4213,3994,1863,802,122,5
부산광역시 기장군 철마면(2671033000),7692,7692,268,417,560,564,871,1283,1839,1242,572,74,2
대구광역시  (2700000000),2376978,2376978,151519,214802,284674,280349,358107,418594,365584,194427,96426,12239,257
대구광역시 중구 (2711000000),87387,87387,6538,6109,12553,14068,12706,12570,11000,7346,3933,547,17
대구광역시 중구 동인동(2711051700),8321,8321,300,461,1324,1368,985,1237,1201,865,493,84,3
대구광역시 중구 삼덕동(2711054500),6556,6556,337,415,1726,1250,894,721,619,363,203,27,1
대구광역시 중구 성내1동(2711056500),4885,4885,100,193,1529,870,500,546,529,370,207,39,2
대구광역시 중구 성내2동(2711057500),5086,5086,218,250,1036,810,558,699,723,507,253,31,1
대구광역시 중구 성내3동(2711058500),8237,8237,1070,486,777,1869,1360,999,915,500,238,23,0
대구광역시 중구 대신동(2711059500),7484,7484,691,525,696,1097,1168,1174,1105,650,334,42,2
대구광역시 중구 남산1동(2711064000),4294,4294,174,250,825,557,545,632,640,421,225,24,1
대구광역시 중구 남산2동(2711065000),7274,7274,755,547,876,1300,1186,1002,739,560,256,50,3
대구광역시 중구 남산3동(2711066000),6231,6231,375,536,587,704,1020,1008,926,657,365,53,0
대구광역시 중구 남산4동(2711067000),16504,16504,1572,1407,1667,2499,2589,2473,2069,1415,725,85,3
대구광역시 중구 대봉1동(2711068000),7821,7821,547,687,1022,993,1144,1293,945,661,463,66,0
대구광역시 중구 대봉2동(2711069000),4694,4694,399,352,488,751,757,786,589,377,171,23,1
대구광역시 동구 (2714000000),342627,342627,22223,26195,37479,43615,50178,56560,55617,32700,16135,1884,41
대구광역시 동구 신암1동(2714051000),10676,10676,870,548,1107,1526,1425,1633,1674,1121,698,69,5
대구광역시 동구 신암2동(2714052000),11112,11112,987,939,912,1565,1840,1668,1511,1043,573,73,1
대구광역시 동구 신암3동(2714053000),11014,11014,1215,708,1049,1957,1616,1607,1471,896,439,55,1
대구광역시 동구 신암4동(2714054000),14970,14970,728,788,2081,2352,1875,2567,2473,1393,643,68,2
대구광역시 동구 신암5동(2714054100),7783,7783,440,430,801,1041,979,1305,1457,851,441,38,0
대구광역시 동구 신천1.2동(2714055500),12075,12075,507,764,1315,1300,1579,2052,2140,1500,825,93,0
대구광역시 동구 신천3동(2714057000),14536,14536,1202,1215,1669,2311,2284,2388,1856,1029,511,71,0
대구광역시 동구 신천4동(2714058000),8138,8138,316,359,1347,1342,1062,1217,1258,822,365,48,2
대구광역시 동구 효목1동(2714059000),12621,12621,353,610,1433,1144,1405,2206,2718,1785,888,78,1
대구광역시 동구 효목2동(2714060000),13375,13375,615,930,1464,1588,1799,2249,2404,1486,750,88,2
대구광역시 동구 도평동(2714061500),3805,3805,137,187,535,376,385,644,787,469,261,24,0
대구광역시 동구 불로.봉무동(2714062000),20568,20568,1637,2334,2004,2227,3730,3355,2937,1587,655,99,3
대구광역시 동구 지저동(2714064000),13609,13609,480,747,1465,1365,1533,2522,3048,1609,756,82,2
대구광역시 동구 동촌동(2714065500),14924,14924,669,800,1760,1701,1834,2602,2989,1658,814,95,2
대구광역시 동구 방촌동(2714067000),17964,17964,682,1147,2002,1707,2081,3347,3671,2081,1109,133,4
대구광역시 동구 해안동(2714068500),14369,14369,565,826,1611,1461,1691,2534,2844,1822,905,106,4
대구광역시 동구 안심1동(2714072000),39787,39787,2706,3524,4215,4570,6204,6477,6554,3590,1722,222,3
대구광역시 동구 안심2동(2714073000),13613,13613,851,844,1521,1844,1840,2516,2288,1290,557,62,0
대구광역시 동구 안심3동(2714074200),21139,21139,1895,2658,2239,2720,4039,3293,2122,1400,692,78,3
대구광역시 동구 안심4동(2714074700),27610,27610,1858,2751,3415,3449,4383,4767,3885,2046,949,105,2
대구광역시 동구 혁신동(2714075500),17942,17942,2297,1772,1604,3735,3763,1878,1702,838,309,42,2
대구광역시 동구 공산동(2714076000),20997,20997,1213,1314,1930,2334,2831,3733,3828,2384,1273,155,2
대구광역시 서구 (2717000000),161149,161149,6293,9499,17142,17500,19896,30157,32793,18383,8548,919,19
대구광역시 서구 내당1동(2717051000),9960,9960,604,495,1226,1446,1282,1644,1775,969,470,48,1
대구광역시 서구 내당2.3동(2717052500),8834,8834,209,383,933,780,968,1700,1932,1226,641,62,0
대구광역시 서구 내당4동(2717054000),15511,15511,479,981,1893,1817,1922,2745,3075,1736,762,98,3
대구광역시 서구 비산1동(2717055000),8842,8842,194,518,849,769,1026,1829,1903,1147,559,48,0
대구광역시 서구 비산2.3동(2717056500),8538,8538,199,391,759,687,864,1611,1928,1302,732,64,1
대구광역시 서구 비산4동(2717058000),9143,9143,262,460,974,856,1076,1820,2013,1147,485,49,1
대구광역시 서구 비산5동(2717059000),5530,5530,136,247,478,490,592,1057,1205,863,419,43,0
대구광역시 서구 비산6동(2717060000),7026,7026,154,339,774,599,775,1438,1602,862,434,47,2
대구광역시 서구 비산7동(2717061000),9072,9072,291,428,859,886,996,1872,2011,1152,533,42,2
대구광역시 서구 평리1동(2717062000),7171,7171,211,405,741,638,844,1423,1536,848,469,55,1
대구광역시 서구 평리2동(2717063000),7436,7436,418,579,706,779,1053,1297,1460,792,321,30,1
대구광역시 서구 평리3동(2717064000),10251,10251,426,543,1028,1201,1268,1909,2172,1140,506,58,0
대구광역시 서구 평리4동(2717065000),16752,16752,842,1219,1811,1853,2347,3079,3217,1610,684,88,2
대구광역시 서구 평리5동(2717066000),3376,3376,259,201,406,638,465,501,523,270,106,7,0
대구광역시 서구 평리6동(2717066100),5538,5538,288,280,663,912,635,1049,1025,478,183,25,0
대구광역시 서구 상중이동(2717067500),18867,18867,899,1549,2083,1944,2590,3473,3716,1794,716,98,5
대구광역시 서구 원대동(2717069500),9302,9302,422,481,959,1205,1193,1710,1700,1047,528,57,0
대구광역시 남구 (2720000000),140132,140132,5806,8500,18383,16510,18161,23434,24367,15357,8457,1135,22
대구광역시 남구 이천동(2720051500),12688,12688,748,970,1241,1431,1872,2127,1857,1400,899,143,0
대구광역시 남구 봉덕1동(2720053000),8503,8503,252,405,988,1002,1113,1484,1572,967,631,86,3
대구광역시 남구 봉덕2동(2720054000),12943,12943,1034,1068,1099,1657,1881,2024,2051,1270,748,109,2
대구광역시 남구 봉덕3동(2720055000),15399,15399,638,1117,1763,1540,2102,2615,2771,1692,1008,152,1
대구광역시 남구 대명1동(2720056000),10329,10329,340,672,1466,1167,1306,1829,1799,1127,553,66,4
대구광역시 남구 대명2동(2720057100),11978,11978,525,669,2318,1744,1431,1771,1712,1098,628,82,0
대구광역시 남구 대명3동(2720058600),10128,10128,239,515,1420,1068,1190,1733,1929,1302,655,77,0
대구광역시 남구 대명4동(2720059000),10183,10183,337,512,1361,1057,1114,1763,2152,1224,586,75,2
대구광역시 남구 대명5동(2720060000),5656,5656,156,302,1210,630,603,860,918,622,307,48,0
대구광역시 남구 대명6동(2720061000),11258,11258,567,711,1514,1509,1632,1917,1799,1034,504,68,3
대구광역시 남구 대명9동(2720064000),14519,14519,525,818,1989,1843,1981,2511,2472,1513,766,99,2
대구광역시 남구 대명10동(2720065000),8575,8575,224,398,1146,990,1037,1431,1631,1052,594,68,4
대구광역시 남구 대명11동(2720066000),7973,7973,221,343,868,872,899,1369,1704,1056,578,62,1
대구광역시 북구 (2723000000),422571,422571,26755,39551,57048,49050,64139,77316,61249,30600,15016,1804,43
대구광역시 북구 고성동(2723051000),7551,7551,847,535,702,1672,1184,950,838,541,246,35,1
대구광역시 북구 칠성동(2723052600),22408,22408,1804,2103,2574,3200,3917,3285,2833,1642,922,123,5
대구광역시 북구 침산1동(2723055000),3805,3805,125,166,369,391,397,746,919,455,206,29,2
대구광역시 북구 침산2동(2723056000),17932,17932,1679,2269,1850,2191,3396,2870,1993,1084,537,60,3
대구광역시 북구 침산3동(2723057000),18831,18831,1328,2054,2032,1879,3037,3446,2658,1531,783,80,3
대구광역시 북구 산격1동(2723061000),8417,8417,170,364,703,657,850,1598,1970,1348,689,67,1
대구광역시 북구 산격2동(2723062000),10178,10178,433,758,1300,1076,1231,1995,1887,975,469,52,2
대구광역시 북구 산격3동(2723063000),8925,8925,185,407,2762,1081,910,1087,1262,792,391,48,0
대구광역시 북구 산격4동(2723063100),7877,7877,222,420,1018,936,928,1320,1585,936,457,54,1
대구광역시 북구 대현동(2723064500),16570,16570,754,1093,2793,1688,2235,2600,2613,1717,958,118,1
대구광역시 북구 복현1동(2723067100),7217,7217,120,264,2511,979,707,990,981,440,200,25,0
대구광역시 북구 복현2동(2723067200),30008,30008,2071,3028,4125,3886,4600,5187,4311,1872,803,123,2
대구광역시 북구 검단동(2723068000),6018,6018,186,319,595,613,751,1015,1332,791,378,38,0
대구광역시 북구 무태조야동(2723069500),34791,34791,2821,3560,3783,3848,6192,6754,4454,2371,917,90,1
대구광역시 북구 관문동(2723071500),34543,34543,3549,3297,3140,4715,6314,5699,4782,2103,819,123,2
대구광역시 북구 태전1동(2723072500),22142,22142,1003,1636,4017,2490,2741,4079,3562,1647,844,119,4
대구광역시 북구 태전2동(2723073500),23309,23309,1209,2113,3327,2459,3214,4497,3764,1816,821,86,3
대구광역시 북구 구암동(2723074500),33078,33078,1829,4112,4645,3002,5348,7229,4182,1656,950,121,4
대구광역시 북구 관음동(2723075000),15385,15385,598,1239,1966,1484,1868,3245,2961,1264,692,65,3
대구광역시 북구 읍내동(2723077000),25416,25416,1318,2066,3647,3008,3118,5099,4268,1774,1000,114,4
대구광역시 북구 동천동(2723078000),26527,26527,1576,3610,3793,2508,4494,5904,2668,1189,710,75,0
대구광역시 북구 노원동(2723079000),10670,10670,441,521,990,1283,1319,1889,2364,1338,470,55,0
대구광역시 북구 국우동(2723080000),30973,30973,2487,3617,4406,4004,5388,5832,3062,1318,754,104,1
대구광역시 수성구 (2726000000),406802,406802,25640,47328,47451,40173,65640,74442,56575,30985,16204,2315,49
대구광역시 수성구 범어1동(2726051000),15915,15915,1432,2069,1717,1638,2891,2755,1744,1035,575,58,1
대구광역시 수성구 범어2동(2726052000),14772,14772,908,1649,2050,1778,2337,2595,1831,1020,542,62,0
대구광역시 수성구 범어3동(2726053000),17454,17454,1980,2287,1876,2201,3547,2898,1473,765,378,48,1
대구광역시 수성구 범어4동(2726054000),19641,19641,1496,4440,1799,1130,4715,3271,1452,864,413,60,1
대구광역시 수성구 만촌1동(2726055000),21470,21470,1392,2237,2449,2017,3174,3953,3213,1868,1007,157,3
대구광역시 수성구 만촌2동(2726056000),10373,10373,424,920,1560,1146,1353,1970,1580,884,473,62,1
대구광역시 수성구 만촌3동(2726056100),20538,20538,1210,3977,2365,1376,4352,3853,1784,1028,529,63,1
대구광역시 수성구 수성1가동(2726057000),17006,17006,947,2011,1880,1332,2646,3197,2234,1672,947,130,10
대구광역시 수성구 수성2.3가동(2726058000),11050,11050,754,1551,1134,841,1968,1969,1430,874,472,55,2
대구광역시 수성구 수성4가동(2726059000),13588,13588,592,1187,1657,1289,1759,2757,2222,1287,740,94,4
대구광역시 수성구 황금1동(2726060100),22617,22617,1700,3679,2416,1635,4182,4257,2687,1310,640,107,4
대구광역시 수성구 황금2동(2726060200),11747,11747,760,919,1532,1661,1842,1866,1606,1034,473,54,0
대구광역시 수성구 중동(2726061000),13075,13075,1051,955,1472,1812,2189,2194,1786,1035,507,73,1
대구광역시 수성구 상동(2726062000),15261,15261,718,1185,1680,1649,2178,2672,2685,1562,801,129,2
대구광역시 수성구 파동(2726063000),11790,11790,729,934,974,1196,1702,1944,2146,1417,647,99,2
대구광역시 수성구 두산동(2726064000),14597,14597,901,1087,2128,2092,2232,2721,2012,933,422,67,2
대구광역시 수성구 지산1동(2726065100),20293,20293,668,1458,2621,2016,2482,3884,3679,2166,1142,175,2
대구광역시 수성구 지산2동(2726065200),18975,18975,934,1674,2184,1933,2593,3515,3367,1718,915,140,2
대구광역시 수성구 범물1동(2726066100),10637,10637,267,538,989,806,1063,1762,2470,1675,928,136,3
대구광역시 수성구 범물2동(2726066200),16418,16418,1026,1738,1768,1665,2571,2965,2787,1294,516,88,0
대구광역시 수성구 고산1동(2726067000),31077,31077,1949,4358,3869,2860,5143,5955,4108,1751,946,137,1
대구광역시 수성구 고산2동(2726068000),27234,27234,1977,2942,3302,3097,4140,5029,3799,1832,971,142,3
대구광역시 수성구 고산3동(2726069000),31274,31274,1825,3533,4029,3003,4581,6460,4480,1961,1220,179,3
대구광역시 달서구 (2729000000),530737,530737,32379,50742,67573,60745,79815,98521,82289,38645,17770,2218,40
대구광역시 달서구 성당동(2729051500),22039,22039,1131,1892,2344,2320,3297,3757,3995,2251,958,89,5
대구광역시 달서구 두류1.2동(2729053500),14926,14926,586,708,2165,2196,1822,2419,2629,1546,784,69,2
대구광역시 달서구 두류3동(2729055000),8732,8732,401,580,1099,1120,1138,1441,1462,934,505,50,2
대구광역시 달서구 감삼동(2729055500),29303,29303,2381,2492,3875,4320,4408,5223,4076,1768,696,63,1
대구광역시 달서구 죽전동(2729056300),12841,12841,441,786,1962,1622,1643,2476,2348,1077,428,57,1
대구광역시 달서구 장기동(2729056800),16197,16197,945,1457,2103,1853,2413,3206,2506,1176,488,49,1
대구광역시 달서구 용산1동(2729057100),29152,29152,1403,2980,4127,3043,4156,6437,4397,1759,768,80,2
대구광역시 달서구 용산2동(2729057200),26930,26930,1274,2437,3734,2912,3726,6121,4325,1547,785,67,2
대구광역시 달서구 이곡1동(2729057600),21554,21554,951,1948,3388,2386,2944,4874,3177,1236,576,72,2
대구광역시 달서구 이곡2동(2729057700),15337,15337,634,1094,2031,1883,1937,3192,2998,1097,428,42,1
대구광역시 달서구 신당동(2729058500),30017,30017,1038,2009,6787,3347,3478,5776,4440,1992,1023,127,0
대구광역시 달서구 본리동(2729059000),19532,19532,1582,2124,1960,2308,3538,3443,2834,1190,481,70,2
대구광역시 달서구 월성1동(2729060100),40873,40873,3933,7614,4225,3888,9209,6853,3020,1450,574,107,0
대구광역시 달서구 월성2동(2729060200),14718,14718,421,889,1380,1100,1732,2733,3039,2205,1090,127,2
대구광역시 달서구 진천동(2729061500),50991,50991,3628,4707,6277,6318,7600,9315,7673,3577,1667,227,2
대구광역시 달서구 유천동(2729061700),33857,33857,5160,5538,2616,4860,8224,4218,2104,837,261,36,3
대구광역시 달서구 상인1동(2729062400),34376,34376,2098,4019,4241,3383,5091,6515,5389,2378,1090,170,2
대구광역시 달서구 상인2동(2729062500),18442,18442,889,1228,2773,2631,2244,3267,3312,1381,631,86,0
대구광역시 달서구 상인3동(2729062600),10426,10426,234,443,878,822,1025,1799,2730,1590,769,133,3
대구광역시 달서구 도원동(2729062800),33472,33472,1621,2968,3940,3320,4312,6704,6573,2643,1241,146,4
대구광역시 달서구 송현1동(2729063000),17816,17816,591,1023,2316,1952,2190,3417,3402,1914,897,111,3
대구광역시 달서구 송현2동(2729064000),16842,16842,520,952,1963,1742,1992,3020,3527,1943,1039,144,0
대구광역시 달서구 본동(2729065000),12364,12364,517,854,1389,1419,1696,2315,2333,1154,591,96,0
대구광역시 달성군 (2771000000),262525,262525,25331,26006,25849,37497,45724,41607,35660,16361,7450,1021,19
대구광역시 달성군 화원읍(2771025000),46833,46833,2579,4001,5518,5052,6148,9515,8426,3753,1642,196,3
대구광역시 달성군 논공읍(2771025300),4538,4538,249,169,352,542,525,833,991,535,306,36,0
대구광역시 달성군 논공읍공단출장소(2771025400),12077,12077,570,1088,1443,1129,1923,2855,1915,717,384,53,0
대구광역시 달성군 다사읍(2771025600),53147,53147,5045,6536,5378,7080,10026,8484,6462,2926,1066,141,3
대구광역시 달성군 다사읍서재출장소(2771025700),39398,39398,5452,4101,3552,7077,8188,5460,3678,1350,487,51,2
대구광역시 달성군 유가읍(2771025900),29425,29425,4259,4171,2245,4742,6701,3378,2418,1002,439,70,0
대구광역시 달성군 옥포읍(2771026200),24057,24057,2128,1895,1973,3178,3766,3879,4238,2023,868,108,1
대구광역시 달성군 현풍읍(2771026500),22633,22633,1977,1895,2880,3882,3749,2995,2938,1499,717,99,2
